PdEId;PdEVersion;ZdCId;ZdCVersion;ZdAId;ZdAVersion;ArRId;ArRVersion;ArTId;ArTVersion
;;69400;69400;49622;49622-69400;38835;38835-49622;50069398;1211179-38835
;;69400;69400;49622;49622-69400;38836;38836-49622;50069399;1211178-38836
;;413683;599765;413682;599763-599765;413684;781606-599763;50067780;1194553-781606
;;60869;60869;48797;48797-60869;4844;834071-48797;50076788;1163225-834071
;;67818;67818;56274;56274-67818;16579;16579-56274;50022885;1175476-16579
;;61583;61583;56127;56127-61583;15897;1012594-56127;50021737;1212773-1012594
;;67292;1119814;43178;1347560-1119814;470800;1073777-1347560;50118496;1110160-1073777
;;67292;1119814;43178;1347560-1119814;472463;1080370-1347560;50116406;1111132-1080370
;;60775;60775;48288;48288-60775;3285;3285-48288;50093712;1169991-3285
;;426821;879109;426820;879107-879109;426822;879113-879107;50072346;1007356-879113
;;63629;660387;44286;44286-660387;23109;23109-44286;50067699;1275549-23109
;;63629;660387;43290;43290-660387;23111;23111-43290;50067701;1275547-23111
;;63629;660387;43290;43290-660387;23110;23110-43290;50067700;1275548-23110
;;61121;61121;44267;44267-61121;33974;822332-44267;50021867;1212667-822332
;;67884;67884;57611;57611-67884;20058;20058-57611;50023053;1175233-20058
;;67809;67809;56275;56275-67809;16582;16582-56275;50022888;1175479-16582
;;64031;64031;48634;48634-64031;9957;9957-48634;50061523;1242611-9957
;;64031;64031;51318;51318-64031;8465;868594-51318;50061498;1242623-868594
;;67610;67610;56173;56173-67610;16308;16308-56173;50022575;1175604-16308
;;461864;968872;461863;968870-968872;461862;968868-968870;50151605;1275410-968868
;;64162;64162;48564;48564-64162;4088;1196755-48564;50061162;1242849-1196755
;;60445;60445;48345;48345-60445;3414;3414-48345;50093852;1170121-3414
;;67227;1119784;47530;1119783-1119784;41125;1115712-1119783;50024601;411903-1115712
;;63894;63894;48614;48614-63894;4266;4266-48614;50061367;1242704-4266
;;411391;1106590;411390;1106591-1106590;472571;1080813-1106591;50118755;1111210-1080813
;;63107;63107;48689;48689-63107;4550;834345-48689;50076439;1163794-834345
;;69372;69372;49798;49798-69372;423541;776115-49798;50068041;1194752-776115
;;73552;73552;44151;44151-73552;38173;794766-44151;50063302;1166426-794766
;;69420;723939;49619;723940-723939;38630;38630-723940;50069081;1211047-38630
;;60471;60471;43762;43762-60471;6966;6966-43762;50101756;1214030-6966
;;60471;60471;43762;43762-60471;6967;6967-43762;50101757;1167204-6967
;;64110;64110;49148;49148-64110;5786;5786-49148;50067246;1275891-5786
;;59432;59432;50024;50024-59432;7331;7331-50024;50066150;1164687-7331
;;73559;826176;47869;817644-826176;424991;817182-817644;50111901;1171882-817182
;;63401;63401;44134;44134-63401;2724;931314-44134;50075636;1172538-931314
;;63623;63623;44127;44127-63623;4428;4428-44127;50067692;1374050-4428
;;63623;63623;44127;44127-63623;20954;20954-44127;50090211;1294575-20954
;;63609;63609;51740;51740-63609;25032;25032-51740;50067728;1275526-25032
;;63609;63609;51740;51740-63609;9523;9523-51740;50067525;1275667-9523
;;67540;67540;56243;56243-67540;16494;16494-56243;50022784;1175460-16494
;;73534;73534;49774;49774-73534;38130;817446-49774;50070472;1172203-817446
;;419670;723840;426835;879169-723840;461604;965866-879169;50072257;1000364-965866
;;61279;61279;49960;49960-61279;7194;7194-49960;50065990;1164830-7194
;;60231;60231;53309;53309-60231;415445;646591-53309;50094261;1169338-646591
;;63339;63339;57926;667475-63339;21107;21107-667475;50090395;1294420-21107
;;60232;60232;48445;48445-60232;415432;646239-48445;50094073;1170342-646239
;;60781;60781;44093;44093-60781;19808;19808-44093;50096051;1248886-19808
;;59465;59465;51604;51604-59465;9252;9252-51604;50066144;1164689-9252
;;59465;59465;51604;51604-59465;9251;9251-51604;50066143;1164693-9251
;;69282;69282;46746;46746-69282;38618;38618-46746;50069063;1240092-38618
;;64077;64077;44085;44085-64077;5976;5976-44085;50067486;1168421-5976
;;59600;59600;50000;50000-59600;7272;7272-50000;50066076;1164759-7272
;;419673;723865;44079;44079-723865;37968;788123-44079;50068857;1211471-788123
;;63829;63829;44078;44078-63829;20846;877583-44078;50067615;1275606-877583
;;67798;67798;44071;44071-67798;16506;16506-44071;50022799;1175463-16506
;;67798;67798;44071;44071-67798;16505;16505-44071;50022798;1175462-16505
;;67402;67402;56250;56250-67402;16512;16512-56250;50022807;1175441-16512
;;59475;59475;50051;50051-59475;7384;845313-50051;50066205;1164658-845313
;;74055;74055;58915;58915-74055;36931;36931-58915;50074744;1164450-36931
;;73509;73509;44061;44061-73509;39231;794238-44061;50071741;1171984-794238
;;61650;61650;49930;49930-61650;37688;1118593-49930;50066539;1167049-1118593
;;69252;852483;49705;852482-852483;40281;852481-852482;50067870;1194617-852481
;;59913;59913;48356;48356-59913;3435;3435-48356;50093873;1170151-3435
;;59887;59887;48317;48317-59887;420304;732021-48317;50093772;1170060-732021
;;60475;60475;43910;43910-60475;3098;853162-43910;50093499;1169730-853162
;;60805;60805;43971;43971-60805;3115;3115-43971;50093516;1169814-3115
;;60805;60805;43971;43971-60805;3877;3877-43971;50095800;1249044-3877
;;63381;63381;57784;57784-63381;4379;4379-57784;50089904;1294875-4379
;;60036;60036;58849;834507-60036;36189;877133-834507;50015998;1112131-877133
;;60916;60916;48725;48725-60916;4650;837708-48725;50076576;1163673-837708
;;60916;60916;48725;48725-60916;4651;837711-48725;50076577;1163674-837711
;;63212;63212;48697;48697-63212;4577;833806-48697;50076474;1163809-833806
;;461654;966059;461653;966057-966059;461652;966055-966057;50072246;1000383-966055
;;74315;74315;59267;59267-74315;422254;756863-59267;50071882;1253365-756863
;;69305;69305;49842;49842-69305;423783;781185-49842;50068388;1233043-781185
;;69305;69305;49842;49842-69305;38302;781818-49842;50070831;1236125-781818
;;61501;61501;49918;49918-61501;7108;7108-49918;50066513;1167008-7108
;;61602;61602;57443;57443-61602;19675;19675-57443;50066546;1167041-19675
;;59421;59421;50008;50008-59421;7287;7287-50008;50066097;1164733-7287
;;59453;59453;50034;50034-59453;7356;7356-50034;50066176;1164630-7356
;;61186;61186;53675;53675-61186;37096;37096-53675;50066277;1164538-37096
;;61265;61265;56093;56093-61265;16001;851692-56093;50112086;1012814-851692
;;59400;59400;49959;49959-59400;7192;845185-49959;50065988;1164832-845185
;;63754;63754;57910;57910-63754;21021;856665-57910;50090299;1294500-856665
;;63754;63754;57910;57910-63754;21026;856672-57910;50067763;1374028-856672
;;412440;782958;423858;797029-782958;423857;1116417-797029;50096536;1205343-1116417
;;412440;782958;412364;1323511-782958;7291;7291-1323511;50066101;1164737-7291
;;59931;59931;43876;43876-59931;461989;972680-43876;50110943;1162339-972680
;;59931;59931;43876;43876-59931;477720;1147621-43876;50115367;1253153-1147621
;;59931;59931;43876;43876-59931;461988;972676-43876;50110942;1162338-972676
;;59931;59931;43876;43876-59931;9460;9460-43876;50092328;1162249-9460
;;59931;59931;43876;43876-59931;20132;20132-43876;50020987;1028985-20132
;;63968;63968;48609;48609-63968;4247;4247-48609;50061348;1277629-4247
;;63968;63968;48609;48609-63968;4246;4246-48609;50061347;1242719-4246
;;64137;64137;58121;58121-64137;21717;21717-58121;50067685;1275562-21717
;;64137;64137;58121;58121-64137;29121;29121-58121;50067738;1275517-29121
;;63719;740366;43852;43852-740366;20743;880147-43852;50089964;1294817-880147
;;425248;826169;420252;730291-826169;39226;1217669-730291;50063138;1215987-1217669
;;425248;826169;420252;730291-826169;427673;922071-730291;50110708;1140035-922071
;;67796;67796;56238;56238-67796;16482;16482-56238;50022764;1175357-16482
;;67862;67862;57593;57593-67862;20005;20005-57593;50022533;1175625-20005
;;60565;793074;48655;793073-793074;31924;793075-793073;50015666;1111676-793075
;;412601;480804;412580;480802-480804;412579;480800-480802;50074604;1164508-480800
;;73470;73470;46220;46220-73470;19225;921838-46220;50005955;1150982-921838
;;73470;73470;46220;46220-73470;19225;921838-46220;50063148;1166501-921838
;;73470;73470;46220;46220-73470;19225;921838-46220;50120508;1172277-921838
;;461827;968255;46420;46420-968255;20312;847617-46420;50061556;1242584-847617
;;60913;60913;48426;48426-60913;3578;3578-48426;50094019;1170316-3578
;;60913;60913;48426;48426-60913;3579;3579-48426;50094020;1170317-3579
;;63765;63765;57904;57904-63765;21016;21016-57904;50090293;1294506-21016
;;63566;63566;57742;57742-63566;20560;20560-57742;50154533;1030019-20560
;;66330;66330;48935;48935-66330;5233;5233-48935;50077787;1231011-5233
;;63458;63458;57850;57850-63458;20887;20887-57850;50090108;1294675-20887
;;69399;69399;49812;49812-69399;38163;817618-49812;50070505;1172181-817618
;;69399;69399;49812;49812-69399;423537;817622-49812;50068427;1194674-817622
;;69399;69399;49812;49812-69399;423537;817622-49812;50071721;1172002-817622
;;66514;723758;43771;43771-723758;38047;778036-43771;50070388;1172036-778036
;;73545;73545;43767;43767-73545;423601;921910-43767;50063304;1166435-921910
;;73545;73545;43767;43767-73545;423601;921910-43767;50006039;1150945-921910
;;73545;73545;43767;43767-73545;423601;921910-43767;50070517;1172159-921910
;;67765;67765;43756;43756-67765;16649;16649-43756;50023022;1175202-16649
;;63946;63946;43739;43739-63946;29119;29119-43739;50067288;1275851-29119
;;60449;60449;54889;54889-60449;4489;833670-54889;50015665;1200812-833670
;;60250;60250;53310;53310-60250;415454;646651-53310;50094262;1169335-646651
;;69355;69355;42135;42135-69355;38417;1120921-42135;50068775;1211571-1120921
;;60966;60966;48657;48657-60966;4499;837657-48657;50076377;1163504-837657
;;64269;64269;49092;49092-64269;5626;5626-49092;50067053;1276043-5626
;;63813;63813;57912;57912-63813;21022;21022-57912;50090300;1294499-21022
;;60399;60399;43710;43710-60399;31815;931130-43710;50015655;1111702-931130
;;425030;837938;48716;48716-837938;4623;859934-48716;50076542;1163747-859934
;;66906;66906;49656;49656-66906;38615;38615-49656;50069054;1211077-38615
;;59607;59607;50014;50014-59607;7302;7302-50014;50066114;1164721-7302
;;63651;63651;57810;57810-63651;20783;1141829-57810;50090004;1294777-1141829
;;63578;63578;57792;57792-63578;4406;4406-57792;50089937;1294844-4406
;;72960;72960;43696;43696-72960;16647;826131-43696;50023020;1175204-826131
;;73530;1016612;58646;58646-1016612;427414;902859-58646;50063256;1166386-902859
;;73530;1016612;49767;49767-1016612;40712;1016606-49767;50063276;1166407-1016606
;;73530;1016612;49767;49767-1016612;40456;1016609-49767;50063275;1166402-1016609
;;64109;64109;49117;49117-64109;5692;5692-49117;50067133;1275980-5692
;;73525;659284;46763;46763-659284;40728;40728-46763;50063294;1166421-40728
;;59993;59993;43672;43672-59993;31756;931229-43672;50016449;1112355-931229
;;73726;73726;57897;57897-73726;20975;1141580-57897;50090247;1294546-1141580
;;73726;73726;57897;57897-73726;20994;20994-57897;50090271;1294524-20994
;;63689;63689;57898;57898-63689;20972;20972-57898;50090244;1294548-20972
;;60845;60845;53331;53331-60845;12646;12646-53331;50094275;1169353-12646
;;63516;63516;43629;43629-63516;20651;931208-43629;50089807;1294961-931208
;;63516;63516;43629;43629-63516;2716;931212-43629;50089839;1294933-931212
;;63963;765951;52160;765950-765951;415403;765949-765950;50062434;1389574-765949
;;63983;63983;49159;49159-63983;5814;5814-49159;50067281;1275858-5814
;;61184;61184;49976;49976-61184;7230;7230-49976;50066028;1164806-7230
;;416061;740513;58509;740514-740513;23899;23899-740514;50090435;1294391-23899
;;63546;63546;47857;47857-63546;31577;31577-47857;50016049;1111989-31577
;;61256;61256;49977;49977-61256;7232;7232-49977;50066030;1164808-7232
;;462307;997798;462306;997796-997798;462305;997794-997796;50090853;1294339-997794
;;63824;63824;48624;48624-63824;4294;4294-48624;50061396;1277626-4294
;;73564;73564;43594;43594-73564;38171;787797-43594;50063289;1166418-787797
;;424824;806612;46806;46806-806612;20670;20670-46806;50089828;1294944-20670
;;60504;60504;43585;43585-60504;20115;20115-43585;50096075;1248869-20115
;;60504;60504;43585;43585-60504;20114;20114-43585;50093846;1170116-20114
;;61312;61312;55498;55498-61312;16106;882574-55498;50021958;1212601-882574
;;61244;61244;49956;49956-61244;7180;7180-49956;50065976;1164854-7180
;;62909;62909;48383;48383-62909;3490;3490-48383;50093928;1170212-3490
;;73457;73457;46212;684218-73457;40672;916413-684218;50063077;1166253-916413
;;60183;60183;53041;53041-60183;3369;3369-53041;50093807;1170093-3369
;;67791;67791;57604;57604-67791;20044;20044-57604;50023036;1175216-20044
;;66892;66892;49600;49600-66892;423521;787774-49600;50099583;1211472-787774
;;65499;65499;43568;43568-65499;419676;852484-43568;50069137;1220733-852484
;;63583;63583;57762;57762-63583;4438;4438-57762;50090206;1294580-4438
;;63583;63583;57762;57762-63583;9964;9964-57762;50090189;1294597-9964
;;59490;59490;50032;50032-59490;7350;7350-50032;50066170;1164667-7350
;;63416;63416;43560;43560-63416;5870;5870-43560;50067352;1275799-5870
;;69404;69404;43329;777714-69404;38050;777752-777714;50067976;1194791-777752
;;69404;69404;43329;777714-69404;38050;777752-777714;50070391;1172033-777752
;;69370;69370;423642;777705-69370;38343;782111-777705;50071699;1171950-782111
;;67557;67557;56253;56253-67557;16522;16522-56253;50022817;1175432-16522
;;67666;67666;56184;56184-67666;16339;16339-56184;50022609;1175688-16339
;;67166;67166;43551;43551-67166;38603;38603-43551;50069040;1211082-38603
;;63250;63250;48694;48694-63250;4571;834491-48694;50076468;1163823-834491
;;60228;60228;52984;52984-60228;3368;3368-52984;50093806;1170092-3368
;;61625;61625;49951;49951-61625;7170;7170-49951;50066605;1166981-7170
;;63699;63699;48637;48637-63699;4382;4382-48637;50089910;1294869-4382
;;59924;59924;48354;48354-59924;3431;899574-48354;50093869;1170138-899574
;;59924;59924;48354;48354-59924;3430;899571-48354;50093868;1170139-899571
;;69319;69319;43528;43528-69319;42060;777417-43528;50070315;1172103-777417
;;69320;69320;44428;1350113-69320;42062;1350114-1350113;50070320;1172096-1350114
;;60095;60095;48441;48441-60095;415416;831903-48441;50094067;1170347-831903
;;63982;63982;54332;54332-63982;13924;1135636-54332;50002044;1135398-1135636
;;63982;63982;49157;49157-63982;5811;1135639-49157;50067276;1275862-1135639
;;66653;66653;43525;43525-66653;419733;724423-43525;50111865;1171843-724423
;;66653;66653;43525;43525-66653;419734;724428-43525;50070303;1172134-724428
;;63243;63243;57877;57877-63243;20934;20934-57877;50090157;1294628-20934
;;72668;72668;42400;42400-72668;19378;1001560-42400;50005163;1151339-1001560
;;63413;63413;57855;57855-63413;20882;20882-57855;50090103;1294680-20882
;;63947;63947;43507;43507-63947;5809;886237-43507;50067274;1275864-886237
;;60172;796927;54968;54968-796927;9210;834463-54968;50076883;1201595-834463
;;423789;781205;423788;781203-781205;423787;781201-781203;50068397;1194702-781201
;;74010;1005653;43494;43494-1005653;40722;771585-43494;50006036;1150943-771585
;;74010;1005653;43494;43494-1005653;40721;921900-43494;50063287;1166413-921900
;;63914;63914;49550;49550-63914;415384;644959-49550;50062458;1242920-644959
;;69253;69253;43475;43475-69253;423599;787536-43475;50068439;1194663-787536
;;69253;69253;43475;43475-69253;38404;787543-43475;50070491;1172193-787543
;;69253;69253;43475;43475-69253;38404;787543-43475;50068101;1194813-787543
;;423709;779727;49824;720095-779727;423531;817412-720095;50067968;1194785-817412
;;70715;70715;48579;48579-70715;4163;4163-48579;50061241;1242797-4163
;;63449;63449;57874;57874-63449;20941;1141499-57874;50090171;1294614-1141499
;;419305;719999;58512;719998-719999;419303;1028508-719998;50090452;1294375-1028508
;;63682;63682;57748;57748-63682;20572;20572-57748;50089725;1306652-20572
;;64170;64170;49116;49116-64170;5688;5688-49116;50067129;1275984-5688
;;67576;67576;56153;56153-67576;16244;16244-56153;50022500;1175558-16244
;;63784;63784;57830;57830-63784;20832;20832-57830;50090053;1294729-20832
;;63952;63952;412342;470620-63952;20748;1141483-470620;50067640;1275587-1141483
;;60469;60469;48341;48341-60469;10482;10482-48341;50094135;1169468-10482
;;69414;69414;49703;49703-69414;38586;38586-49703;50069019;1211105-38586
;;69429;723880;49699;49699-723880;419604;723174-49699;50099620;1211401-723174
;;63822;63822;57856;57856-63822;20879;20879-57856;50090100;1294683-20879
;;63822;63822;57856;57856-63822;20895;20895-57856;50090116;1294667-20895
;;63554;63554;57767;57767-63554;4358;4358-57767;50089853;1294921-4358
;;63483;63483;57736;57736-63483;20603;20603-57736;50089759;1295008-20603
;;63869;63869;53384;53384-63869;12751;884464-53384;50062052;1243065-884464
;;460499;931493;460525;929896-931493;460524;929894-929896;50121319;1162999-929894
;;68403;68403;57102;57102-68403;18270;18270-57102;50072805;1172391-18270
;;424040;788632;51323;51323-788632;415839;660724-51323;50067967;1194603-660724
;;424040;788632;51323;51323-788632;423547;776151-51323;50068518;1194538-776151
;;69431;69431;52442;52442-69431;10569;10569-52442;50102694;1203382-10569
;;68464;68464;56373;56373-68464;16870;16870-56373;50024138;1171588-16870
;;74172;74172;59091;59091-74172;420390;732720-59091;50109589;1162943-732720
